seller_id,total_transactions,successful_transactions,avg_rating,rating_count,refund_rate,complaint_count,account_age_days,late_delivery_rate,average_response_time_hours,inventory_count,price_variance_index,review_sentiment_score,fraud_flag_history,chargeback_rate,verification_status,success_rate,complaint_ratio,trust_label,trust_score
2736,1623,431,4.16,2531,0.338,35,2084,0.267,58.55,6628,0.923,0.42,1,0.136,0,0.2655576094,0.02156500308,0,115.81
2737,4650,1004,3.18,386,0.083,63,347,0.111,54.27,7763,0.177,0.11,2,0.182,0,0.2159139785,0.0135483871,0,99.94
2738,3790,253,4.71,3950,0.284,31,2700,0.026,45.96,8751,0.367,-0.48,3,0.031,0,0.06675461741,0.008179419525,0,111.36
2739,4324,4324,3.68,2976,0.293,17,1908,0.38,67.68,2015,0.124,0.608,3,0.176,0,1,0.003931544866,0,120.32
2740,4277,265,3.35,2390,0.071,33,2586,0.158,8.02,6881,0.642,-0.189,0,0.141,1,0.06195931728,0.007715688567,0,110.54
2741,1896,1896,3.94,3256,0.173,55,215,0.188,57.7,2193,0.669,-0.028,1,0.034,0,1,0.02900843882,0,127
2742,1528,1528,4.86,3738,0.248,66,757,0.243,48.63,8960,0.664,-0.945,1,0.133,0,1,0.04319371728,0,128.97
2743,2445,2445,4.38,450,0.01,52,2539,0.254,23.35,333,0.542,-0.197,1,0.175,1,1,0.02126789366,0,142.29
2744,821,255,2.12,135,0.162,66,372,0.103,39.76,7374,0.746,-0.665,1,0.16,0,0.3105968331,0.08038976857,0,79.3
2745,628,628,3,1727,0.062,90,2712,0.335,46.77,8312,0.036,-0.448,4,0.152,1,1,0.1433121019,0,111.72
2746,2951,2951,3.41,228,0.217,65,742,0.346,53.28,1833,0.958,-0.496,0,0.032,1,1,0.02202643172,0,124.16
2747,243,243,2.94,957,0.337,63,2653,0.071,14.28,3631,0.222,-0.908,4,0.038,1,1,0.2592592593,0,105.88
2748,2057,2057,4.1,287,0.21,66,165,0.266,8.25,1148,0.122,-0.079,4,0.11,0,1,0.0320855615,0,120.8
2749,1235,239,4.48,3566,0.014,80,1952,0.305,8.25,1730,0.941,0.045,2,0.116,1,0.1935222672,0.06477732794,0,128.1
2750,2444,2444,4.19,604,0.012,38,412,0.093,21.86,733,0.83,0.142,0,0.189,0,1,0.01554828151,0,136.27
2751,3048,3048,4.97,944,0.242,37,215,0.447,11.95,6641,0.765,-0.076,1,0.094,0,1,0.01213910761,0,137.75
2752,1842,1842,2.82,2028,0.131,39,2716,0.241,39.03,2422,0.105,0.739,0,0.061,0,1,0.02117263844,0,119.7
2753,1160,1139,4.62,150,0.229,18,957,0.058,32.03,776,0.808,-0.925,1,0.038,1,0.9818965517,0.01551724138,0,138.29
2754,4055,2056,4.3,2903,0.065,82,993,0.167,64.41,9495,0.609,0.228,2,0.011,0,0.50702836,0.02022194821,0,125.17
2755,2311,423,3.09,3065,0.311,4,590,0.238,51.94,4027,0.732,0.732,3,0.014,0,0.183037646,0.001730852445,0,99.15
2756,3786,873,4.2,1640,0.344,68,1219,0.005,15.61,4280,0.978,-0.918,4,0.115,0,0.2305863708,0.01796090861,0,99.07
2757,3843,1554,2.31,886,0.356,13,927,0.016,4.25,7196,0.194,-0.007,2,0.035,0,0.4043715847,0.003382773875,0,87.82
2758,1986,633,4.37,1739,0.122,90,2716,0.028,51.35,1968,0.504,0.178,4,0.17,1,0.3187311178,0.04531722054,0,126.89
2759,4925,611,3.6,119,0.264,48,1958,0.269,61.05,8138,0.753,-0.618,1,0.119,0,0.1240609137,0.009746192893,0,95.46
2760,4407,1969,2.88,1085,0.112,63,1867,0.168,50.77,9196,0.434,-0.495,1,0.173,1,0.446789199,0.01429543907,0,105.1
2761,779,162,3.97,3696,0.305,99,2398,0.447,46.71,6407,0.055,0.571,2,0.085,0,0.2079589217,0.1270860077,0,110.52
2762,4428,2868,3.92,2670,0.048,56,1742,0.28,18.7,1861,0.111,0.135,3,0.119,1,0.647696477,0.01264679313,0,127.39
2763,3501,3415,2.63,3735,0.305,34,1768,0.38,36.12,6920,0.602,-0.368,3,0.105,1,0.9754355898,0.009711510997,0,104.85
2764,4507,3800,2.09,2770,0.176,84,1210,0.344,52.47,3881,0.285,0.53,4,0.197,1,0.8431329044,0.01863767473,0,102.46
2765,4586,2298,3.3,2003,0.342,4,887,0.26,14.73,3233,0.138,0.493,1,0.159,0,0.5010902747,0.0008722197994,0,108.13
2766,2190,1005,3.71,3400,0.296,87,314,0.372,34.83,9424,0.34,-0.309,1,0.119,1,0.4589041096,0.0397260274,0,115.39
2767,1694,1694,4.63,1232,0.151,38,2428,0.272,9.31,7991,0.201,-0.023,3,0.121,0,1,0.02243211334,0,132.02
2768,2850,2850,4.78,805,0.361,23,2160,0.193,38.68,9678,0.024,0.329,1,0.05,1,1,0.008070175439,0,150.14
2769,191,191,3.59,2039,0.113,39,1677,0.218,41.72,4887,0.152,-0.314,1,0.147,1,1,0.2041884817,0,128.36
2770,1505,1505,4.26,738,0.387,49,695,0.419,39.01,9142,0.883,0.258,2,0.197,0,1,0.03255813953,0,125.52
2771,4846,2768,3.32,3127,0.307,76,1423,0.282,34.33,6371,0.012,-0.498,3,0.026,1,0.5711927363,0.01568303756,0,107.56
2772,2146,1387,4.24,2562,0.396,57,2618,0.189,42.71,827,0.774,-0.416,3,0.127,1,0.6463187325,0.0265610438,0,122.27
2773,1375,1375,2.61,3621,0.022,0,2054,0.09,71.77,3926,0.753,-0.379,0,0.104,0,1,0,0,108.09
2774,1263,1263,3.11,1547,0.11,42,2557,0.248,45.2,7497,0.564,0.872,3,0.17,1,1,0.03325415677,0,128.54
2775,1209,191,3.9,3976,0.297,38,2290,0.126,54.43,2080,0.208,0.667,3,0,1,0.1579818031,0.03143093466,0,121.61
2776,4700,1939,2.05,1050,0.369,9,959,0.478,14.64,8838,0.878,0.13,0,0.027,0,0.4125531915,0.001914893617,0,84.72
2777,4549,1157,4.17,324,0.012,1,2437,0.245,38.63,4816,0.475,0.128,1,0.007,0,0.2543416135,0.0002198285337,0,119.22
2778,4747,3900,4.51,3517,0,62,243,0.004,1.53,6852,0.173,-0.888,1,0.033,1,0.8215715189,0.01306088056,0,137.83
2779,390,390,3.2,3469,0.102,15,333,0.046,3.23,3685,0.429,0.299,4,0.142,0,1,0.03846153846,0,114.58
2780,3878,3155,3.34,86,0.341,36,1433,0.142,23.9,7871,0.195,-0.344,1,0.028,0,0.8135636926,0.009283135637,0,109.12
2781,2018,1993,4.55,3035,0.307,15,229,0.046,34.13,2530,0.376,0.225,3,0.124,0,0.9876114965,0.007433102081,0,132.95
2782,753,753,4.33,2956,0.136,86,2315,0.447,41.87,2535,0.497,0.68,4,0.174,1,1,0.1142098274,0,140.5
2783,4463,996,2.86,3452,0.001,89,700,0.427,64.05,5027,0.36,-0.909,4,0.007,0,0.2231682725,0.01994174322,0,80.92
2784,2479,919,2.97,3246,0.222,79,1758,0.485,55.79,6709,0.657,0.214,1,0.005,0,0.3707139976,0.03186768858,0,98.87
2785,1850,1850,4.04,3690,0.095,26,1279,0.353,22.3,2645,0.936,0.128,4,0.198,0,1,0.01405405405,0,121.94
2786,4962,3659,3.69,1650,0.298,62,908,0.323,53.79,5782,0.348,-0.586,0,0.135,0,0.7374042725,0.01249496171,0,110.19
2787,4698,3219,2.49,3105,0.179,93,280,0.462,40.01,6847,0.356,0.293,4,0.028,1,0.6851851852,0.01979565773,0,103.4
2788,905,905,2.93,721,0.271,63,2553,0.473,56.32,5169,0.738,0.11,2,0.061,1,1,0.06961325967,0,116.64
2789,1862,1696,4.7,3116,0.341,96,527,0.439,30.18,269,0.531,0.535,0,0.197,0,0.9108485499,0.05155746509,0,137.59
2790,2916,2916,4.06,1547,0.214,31,2017,0.431,7.52,3006,0.429,-0.779,3,0.045,1,1,0.01063100137,0,124.14
2791,3692,1471,4.96,3882,0.134,8,1007,0.336,44.91,8957,0.814,-0.113,1,0.151,0,0.3984290358,0.002166847237,0,127.36
2792,232,232,4.3,1877,0.308,10,2778,0.001,40.55,7818,0.891,0.996,1,0.048,1,1,0.04310344828,0,152.35
2793,3162,3162,4.83,863,0.106,69,813,0.215,68.71,4111,0.591,0.379,2,0.08,1,1,0.02182163188,0,152.7
2794,4542,2953,2.65,3542,0.357,29,2506,0.318,12.51,6464,0.185,0.369,1,0.176,0,0.6501541171,0.006384852488,0,99.15
2795,1567,1567,4.31,1171,0.029,14,568,0.274,47.59,8267,0.466,-0.364,3,0.006,0,1,0.008934269304,0,126.78
2796,1406,1406,2.06,3930,0.334,58,930,0.411,34.66,2788,0.504,-0.812,4,0.061,0,1,0.04125177809,0,80.05
2797,2224,856,4.01,1607,0.037,47,1496,0.409,27.9,1179,0.432,0.899,1,0.097,0,0.3848920863,0.02113309353,0,124.22
2798,3679,3679,3.41,3892,0.022,93,239,0.299,57.41,1676,0.262,-0.789,3,0.125,0,1,0.02527860832,0,107.69
2799,3678,3678,3.04,2766,0.145,81,1763,0.011,58.56,8861,0.472,0.985,0,0.006,1,1,0.0220228385,0,138.1
2800,4146,2122,4.59,1922,0.383,75,520,0.185,51.74,5009,0.447,-0.748,3,0.082,0,0.5118186204,0.01808972504,0,112.19
2801,3289,3209,4.56,3652,0.393,59,2548,0.114,6.94,370,0.209,-0.658,2,0.069,0,0.9756764974,0.01793858316,0,124.61
2802,3741,3741,2.07,274,0.081,67,1739,0.169,25.5,8031,0.903,-0.383,3,0.005,1,1,0.01790964983,0,103.26
2803,68,68,3.83,342,0.059,56,1783,0.309,4.32,5724,0.885,0.025,1,0.071,0,1,0.8235294118,0,126.02
2804,3453,2392,3.1,2245,0.141,63,2645,0.033,25.4,6053,0.76,0.581,4,0.186,1,0.6927309586,0.01824500434,0,118.86
2805,4729,2254,3.25,1096,0.135,53,1948,0.011,47,7115,0.401,0.942,3,0.055,1,0.4766335377,0.01120744343,0,124.02
2806,4601,1756,4.5,829,0.304,79,2064,0.218,37.83,7762,0.37,-0.282,2,0.117,0,0.3816561617,0.0171701804,0,115.4
2807,3054,2036,2.93,1312,0.178,86,2741,0.397,50.91,7532,0.716,-0.959,0,0.06,0,0.6666666667,0.02815979044,0,95.45
2808,1182,296,4.83,1575,0.312,74,1959,0.015,40.15,3807,0.608,0.233,2,0.021,0,0.2504230118,0.06260575296,0,125.75
2809,3389,867,2.54,1204,0.299,53,1516,0.425,40.46,3770,0.601,0.422,0,0.058,1,0.2558276778,0.01563883151,0,103.12
2810,3361,3361,3.99,1536,0.231,58,2627,0.192,37.28,8378,0.124,-0.205,3,0.094,0,1,0.01725676882,0,120.48
2811,3422,716,4.02,3614,0.333,87,2033,0.059,26.87,4050,0.618,-0.633,4,0.059,1,0.2092343659,0.02542372881,0,108.98
2812,1037,1037,2.76,308,0.078,85,1530,0.284,32.71,6180,0.902,-0.388,2,0.125,0,1,0.08196721311,0,103.26
2813,3371,386,2.97,2258,0.065,38,227,0.476,8.98,8138,0.086,0.312,4,0.19,0,0.1145060813,0.0112726194,0,89.33
2814,4665,3845,4.5,1168,0.3,14,1997,0.271,60.25,9514,0.339,-0.012,3,0.014,1,0.8242229368,0.003001071811,0,135.51
2815,223,223,4.29,281,0.098,78,550,0.343,64.13,6993,0.509,0.487,4,0.143,1,1,0.3497757848,0,139.89
2816,3791,2003,2.99,544,0.001,73,1552,0.408,55.41,4009,0.686,-0.564,4,0,1,0.5283566341,0.01925613295,0,102.68
2817,3102,3102,3.6,3523,0.365,27,1564,0.4,42.43,8732,0.09,0.684,2,0,0,1,0.008704061896,0,122.36
2818,776,776,2.19,3168,0.249,35,1743,0.037,41.41,1271,0.873,-0.688,3,0.027,1,1,0.04510309278,0,100.6
2819,3810,3810,2.63,2088,0.178,53,1378,0.37,34.39,5266,0.041,-0.34,4,0.096,0,1,0.01391076115,0,95.72
2820,1925,1925,3.46,1154,0.29,16,717,0.475,17.43,5292,0.858,0.182,0,0.01,0,1,0.008311688312,0,119.52
2821,4083,2258,2.26,78,0.133,99,496,0.35,28.25,2896,0.028,0.474,1,0.144,1,0.5530247367,0.0242468773,0,105.77
2822,1039,1039,4.53,3727,0.381,85,625,0.418,71.28,4952,0.154,-0.468,0,0.006,0,1,0.08180943215,0,128.32
2823,3794,3794,4.15,2940,0.027,86,168,0.243,11.35,7053,0.8,0.896,4,0.099,0,1,0.02266736953,0,134.38
2824,2736,2380,4.83,3018,0.256,92,1044,0.16,39.53,5157,0.86,0.412,3,0.135,0,0.8698830409,0.03362573099,0,136.18
2825,469,469,4.08,836,0.311,21,271,0.338,62.52,8457,0.982,-0.565,0,0.048,1,1,0.0447761194,0,132.02
2826,643,643,4.82,3577,0.188,74,2393,0.246,33.16,7980,0.116,0.452,3,0.116,0,1,0.1150855365,0,139.38
2827,1824,1824,3.66,2981,0.302,35,2744,0.448,44,5881,0.526,0.393,0,0.052,1,1,0.01918859649,0,134.3
2828,2509,1348,3.8,1179,0.371,28,762,0.487,59.77,1788,0.077,0.505,3,0.043,1,0.537265843,0.01115982463,0,120.93
2829,985,985,4.93,993,0.298,54,164,0.41,39.88,4770,0.156,0.832,4,0.164,0,1,0.05482233503,0,139.06
2830,3858,2473,3.93,3414,0.124,41,2656,0.496,52.93,4370,0.174,0.423,2,0.067,0,0.6410057024,0.01062726801,0,119.51
2831,381,381,2.09,490,0.225,31,2516,0.174,25.66,1990,0.063,-0.296,0,0.163,0,1,0.0813648294,0,96.65
2832,3499,3239,4.17,3987,0.365,13,2154,0.448,53.04,1597,0.893,0.581,3,0.043,0,0.9256930552,0.003715347242,0,125.49
2833,2752,907,4.72,3344,0.18,17,2477,0.165,3.91,8602,0.126,0.392,0,0.071,1,0.3295784884,0.006177325581,0,141.25
2834,4056,2900,4.39,2350,0.273,37,2451,0.059,11.86,6613,0.629,0.149,3,0.021,1,0.7149901381,0.009122287968,0,135.74
2835,3918,3230,3.75,2025,0.186,33,1540,0.311,46.25,3647,0.626,-0.292,3,0.099,1,0.8244002042,0.008422664625,0,121.93
2836,4250,4174,4.01,1462,0.049,44,1848,0.227,32.88,7310,0.199,0.842,2,0.076,1,0.9821176471,0.01035294118,0,145.45
2837,251,251,4.97,2143,0.023,86,787,0.461,59.81,7174,0.998,0.026,3,0.001,1,1,0.3426294821,0,148.84
2838,2547,2547,2.27,1049,0.381,31,2826,0.246,25.28,9416,0.347,0.256,0,0.093,1,1,0.01217118178,0,112.5
2839,1892,322,4,2785,0.245,66,2841,0.464,55.47,1157,0.905,-0.169,4,0.015,0,0.1701902748,0.03488372093,0,100.25
2840,1916,1681,2.85,637,0.042,62,446,0.039,10.88,5560,0.948,0.562,1,0.167,1,0.877348643,0.03235908142,0,126.23
2841,2046,2046,3.92,127,0.343,54,236,0.415,67.04,7395,0.949,-0.318,3,0.099,0,1,0.02639296188,0,114.34
2842,959,959,3.82,2327,0.209,42,2418,0.38,30.71,2460,0.753,0.621,1,0.138,1,1,0.04379562044,0,138.2
2843,4355,566,2.46,3476,0.309,21,1673,0.36,17.39,7148,0.254,-0.784,4,0.164,1,0.1299655568,0.004822043628,0,78.78
2844,4708,2716,2.62,3036,0.051,86,2798,0.178,57.03,3403,0.121,0.418,1,0.01,0,0.5768903993,0.01826677995,0,105.37
2845,3239,263,3.86,2912,0.363,67,340,0.392,68.3,6367,0.57,-0.046,3,0.067,1,0.08119790059,0.02068539673,0,108.03
2846,820,820,2.38,171,0.236,76,1361,0.242,66.18,9075,0.36,0.398,0,0.005,1,1,0.09268292683,0,118.67
2847,3205,2404,2.8,2757,0.295,95,2702,0.358,17.89,5674,0.831,0.063,2,0.01,0,0.7500780031,0.02964118565,0,100.53
2848,2551,2302,4.51,3185,0.013,28,1429,0.276,48.71,8575,0.745,-0.731,3,0.008,0,0.9023912191,0.01097608781,0,124.35
2849,2764,996,2.98,1686,0.126,39,1580,0.079,39.83,1204,0.276,-0.046,3,0.096,1,0.3603473227,0.01410998553,0,106.81
2850,4774,919,3.46,176,0.107,44,112,0.032,52.48,6497,0.017,0.929,2,0.09,1,0.1925010473,0.009216589862,0,123.22
2851,3635,3635,4.82,309,0.38,9,1630,0.183,35.57,3537,0.237,0.51,2,0.012,0,1,0.002475928473,0,140.75
2852,1678,1678,2.68,2085,0.074,76,1505,0.466,34.35,3491,0.567,-0.4,2,0.052,1,1,0.0452920143,0,110.91
2853,436,64,3.17,3505,0.283,44,1056,0.265,63.67,5625,0.079,0.888,2,0.049,1,0.1467889908,0.1009174312,0,112.98
2854,3471,3471,3.82,3865,0.017,16,1509,0.401,62.86,7468,0.658,0.558,2,0.059,0,1,0.004609622587,0,129.02
2855,4058,3553,4.27,571,0.079,1,2950,0.288,56.92,8026,0.672,-0.271,3,0.128,1,0.8755544603,0.0002464268112,0,132.51
2856,4143,1793,4.7,2940,0.135,16,2313,0.479,51.05,2067,0.169,0.207,1,0.139,1,0.4327781801,0.003861935795,0,136.02
2857,4413,3321,4.75,2213,0.318,89,2466,0.185,49.16,2427,0.596,-0.147,0,0.068,0,0.7525492862,0.02016768638,0,132.53
2858,2516,2516,4.33,1357,0.316,37,2470,0.029,4.99,135,0.607,-0.807,3,0.158,0,1,0.01470588235,0,119.27
2859,2332,2332,2.68,3429,0.381,36,1694,0.39,54.22,2842,0.478,0.612,4,0.084,1,1,0.0154373928,0,112.86
2860,1906,1588,2.07,1154,0.367,62,1812,0.353,46.31,4488,0.953,-0.618,3,0.104,0,0.833158447,0.03252885624,0,80.46
2861,2048,2048,3.15,2709,0.033,4,2824,0.264,22.47,6480,0.108,-0.084,3,0.029,1,1,0.001953125,0,121.98
2862,1286,1286,2.42,1561,0.332,24,2107,0.163,59.23,8651,0.407,0.405,1,0.047,1,1,0.01866251944,0,116.27
2863,4719,4036,4.13,2878,0.18,72,1636,0.094,60.1,4628,0.883,0.864,2,0.146,0,0.8552659462,0.0152574698,0,133.6
2864,4194,4194,3.98,570,0.346,91,1011,0.241,67.19,1019,0.386,-0.875,4,0.195,1,1,0.02169766333,0,118.4
2865,1200,1133,2.13,1197,0.036,21,634,0.333,30.7,3788,0.425,-0.214,1,0.141,1,0.9441666667,0.0175,0,106.41
2866,4368,1449,4.51,3143,0.329,92,2360,0.289,40.14,951,0.668,0.229,0,0.011,1,0.3317307692,0.02106227106,0,133.64
2867,1481,1481,2.75,3421,0.064,62,267,0.219,65.32,3613,0.666,0.559,4,0.029,0,1,0.04186360567,0,110.4
2868,1869,1869,3.3,1699,0.134,34,760,0.27,23.49,3990,0.023,0.842,4,0.089,1,1,0.01819154628,0,129.32
2869,2374,2374,4,321,0.012,54,1372,0.054,57.56,4378,0.456,-0.999,1,0.147,1,1,0.02274641955,0,130.82
2870,1180,1180,3.29,2433,0.049,19,2024,0.348,71.43,8703,0.334,0.256,4,0.033,1,1,0.01610169492,0,124.36
2871,2708,1412,3.32,1379,0.178,4,1390,0.367,47.29,1260,0.628,-0.986,3,0.15,1,0.5214180207,0.001477104874,0,101.53
2872,3550,2604,2.2,2207,0.327,38,2108,0.006,70.84,7019,0.556,0.575,3,0.111,0,0.7335211268,0.01070422535,0,96.35
2873,424,424,3.2,1921,0.309,62,1007,0.135,37.62,2329,0.651,-0.701,2,0.155,1,1,0.1462264151,0,114.46
2874,2170,1599,4.29,2642,0.094,31,944,0.046,11.87,5920,0.654,0.789,1,0.112,0,0.7368663594,0.01428571429,0,136.99
2875,4070,1924,4.75,590,0.061,62,1667,0.499,13.47,6548,0.255,-0.69,3,0.121,1,0.4727272727,0.01523341523,0,125.69
2876,2071,2071,3.24,986,0.156,73,1658,0.297,52.93,3205,0.246,0.529,4,0.05,0,1,0.03524867214,0,115.08
2877,3755,1896,3.27,186,0.353,39,2284,0.233,1.06,2967,0.37,-0.421,4,0.144,0,0.5049267643,0.0103861518,0,92.87
2878,3309,58,4.11,2411,0.037,16,2011,0.232,47.99,6348,0.242,0.115,3,0.169,1,0.01752795406,0.004835297673,0,117.59
2879,3485,735,4.83,523,0.217,78,2980,0.482,11.74,7921,0.683,0.217,1,0.174,1,0.2109038737,0.02238163558,0,132.02
2880,1939,1050,2.8,2366,0.036,72,612,0.33,70.89,9398,0.603,-0.586,1,0.006,1,0.5415162455,0.03713254255,0,106.07
2881,1873,1873,3.32,128,0.188,31,489,0.084,12.58,3284,0.216,-0.403,0,0.125,0,1,0.01655098772,0,115.86
2882,1524,1476,4.39,1552,0.051,22,165,0.224,40.22,9258,0.884,-0.785,1,0.198,1,0.968503937,0.01443569554,0,135.39
2883,2292,2292,3.83,776,0.032,74,2006,0.387,48.53,3058,0.461,-0.989,3,0.117,0,1,0.03228621291,0,111.04
2884,3293,3017,2.33,3053,0.076,59,1007,0.212,59.18,1916,0.127,-0.521,0,0.034,1,0.9161858488,0.0179167932,0,109.46
2885,3184,3184,3.88,982,0.102,76,313,0.155,33.61,2949,0.213,0.032,4,0.176,0,1,0.02386934673,0,120.68
2886,2120,2120,2.56,925,0.111,81,2927,0.496,67.3,8742,0.54,0.427,3,0.053,1,1,0.03820754717,0,114.52
2887,409,409,3.53,2535,0.258,55,2428,0.468,35.1,8719,0.338,0.587,2,0.009,1,1,0.1344743276,0,131.18
2888,2091,2091,3.59,1447,0.022,8,46,0.471,18.9,8625,0.851,-0.86,2,0.086,1,1,0.003825920612,0,120.35
2889,1191,1191,4.63,596,0.032,68,1268,0.066,43.11,9059,0.495,-0.455,1,0.02,0,1,0.05709487825,0,136.56
2890,1685,1685,3.39,360,0.075,61,1452,0.117,47.72,4187,0.915,0.54,0,0.023,1,1,0.03620178042,0,138.72
2891,4050,602,2.84,1539,0.349,63,2491,0.221,37.02,6468,0.102,-0.038,0,0.093,0,0.1486419753,0.01555555556,0,91.82
2892,1993,1993,2.69,2252,0.251,21,1297,0.416,53.06,1762,0.669,-0.636,4,0.123,1,1,0.01053687908,0,101.84
2893,4824,644,4.62,3268,0.292,31,2083,0.368,30.87,7457,0.886,-0.216,1,0.181,0,0.1334991708,0.006426202322,0,112.94
2894,3411,3411,2.51,1483,0.148,46,809,0.425,1.31,1676,0.293,-0.46,0,0.141,0,1,0.0134857813,0,100.17
2895,3030,355,3.28,505,0.085,1,2164,0.46,19.78,1873,0.136,-0.899,3,0.169,1,0.1171617162,0.0003300330033,0,93.99
2896,56,56,2.56,2572,0.015,84,2266,0.39,68.16,4471,0.457,0.527,4,0.082,0,1,1.5,0,105.72
2897,3317,388,4.32,2753,0.195,91,1669,0.131,55.19,5222,0.961,-0.417,0,0.064,0,0.1169731685,0.0274344287,0,113.09
2898,1641,1641,3.42,1880,0.23,51,449,0.143,14.46,2128,0.633,0.89,2,0.119,1,1,0.0310786106,0,135.13
2899,4978,2401,3.05,282,0.359,87,1856,0.176,5.73,5636,0.644,0.776,2,0.139,0,0.4823222178,0.01747689835,0,105.62
2900,3314,1751,3.08,2937,0.353,87,2325,0.152,25.91,9551,0.672,0.433,0,0.114,1,0.5283645142,0.02625226313,0,118.14
2901,2656,1379,4.56,2109,0.17,13,889,0.125,60.38,7368,0.04,-0.347,2,0.053,1,0.5192018072,0.004894578313,0,131.98
2902,3269,3269,3.66,272,0.169,36,236,0.376,8.52,9272,0.446,-0.44,3,0.074,1,1,0.01101254206,0,122.46
2903,3323,3323,4.15,3449,0.064,26,2501,0.017,39.58,1763,0.078,-0.049,4,0.09,0,1,0.007824255191,0,126.73
2904,963,963,4.69,2190,0.103,23,2626,0.364,20.53,7149,0.316,-0.291,3,0.003,0,1,0.02388369678,0,131.23
2905,2061,1626,4.71,3051,0.37,63,2564,0.412,52.56,9622,0.822,0.802,2,0.176,0,0.788937409,0.03056768559,0,134.02
2906,1492,1492,2.99,3306,0.056,69,2210,0.033,1.03,6370,0.656,-0.753,0,0.102,1,1,0.04624664879,0,120.13
2907,3104,2532,4.86,2367,0.387,25,2070,0.031,20.68,4275,0.996,0.449,0,0.15,0,0.8157216495,0.008054123711,0,141.09
2908,3596,3596,2.07,1606,0.202,53,144,0.143,49.23,1398,0.172,0.222,4,0.034,1,1,0.01473859844,0,105.47
2909,4271,222,3.13,3958,0.183,14,2454,0.104,39.82,8821,0.397,0.613,2,0.111,0,0.05197845938,0.003277920862,0,100.22
2910,4962,2704,4.69,2073,0.07,28,240,0.291,56.3,9458,0.81,0.085,2,0.185,1,0.5449415558,0.005642885933,0,137.29
2911,2978,2978,2.82,1774,0.265,99,161,0.338,12.19,3728,0.216,0.259,2,0.043,0,1,0.03324378778,0,108.11
2912,1879,1879,2.82,204,0.184,73,1427,0.317,38.7,6924,0.154,0.925,1,0.069,0,1,0.03885045237,0,117.93
2913,625,121,2.91,1796,0.148,27,183,0.179,14.9,5531,0.428,-0.816,0,0.078,1,0.1936,0.0432,0,99.57
2914,979,979,3.84,1476,0.106,58,949,0.249,46.38,1020,0.384,-0.79,2,0.077,0,1,0.05924412666,0,115.85
2915,3809,510,3.31,2360,0.027,72,1476,0.32,10.33,435,0.98,-0.213,4,0.12,0,0.1338934103,0.01890259911,0,92.39
2916,3749,2946,4.18,1081,0.208,20,981,0.06,11.56,6928,0.456,-0.055,1,0.079,1,0.7858095492,0.005334755935,0,136.36
2917,1513,1513,4.68,1780,0.125,9,2883,0.115,24.3,7018,0.861,-0.6,2,0.135,1,1,0.005948446794,0,140.82
2918,3325,1105,4.02,1154,0.283,3,1419,0.445,29.54,8418,0.888,-0.835,0,0.097,0,0.3323308271,0.0009022556391,0,103.93
2919,4978,2543,2.61,1532,0.289,61,1747,0.171,36.4,6323,0.158,-0.956,1,0.032,0,0.51084773,0.01225391724,0,86.44
2920,1104,828,4.8,841,0.133,3,176,0.401,42.23,8811,0.715,0.529,3,0.19,1,0.75,0.002717391304,0,143.38
2921,1950,1950,2.79,571,0.268,5,1847,0.125,34.29,195,0.278,-0.03,4,0.048,0,1,0.002564102564,0,102.8
2922,1507,1507,2.45,3550,0.103,89,744,0.021,4.24,8926,0.095,0.687,0,0.112,0,1,0.05905773059,0,115.74
2923,1449,634,2.27,50,0.291,79,1626,0.25,25.39,9025,0.875,-0.278,3,0.012,0,0.4375431332,0.05452035887,0,82.04
2924,3465,3009,3.69,1489,0.006,71,2308,0.446,5.36,9969,0.292,0.407,0,0.184,1,0.8683982684,0.02049062049,0,135.4
2925,492,492,2.34,2591,0.061,91,2528,0.41,9.38,1194,0.345,-0.023,4,0.186,0,1,0.1849593496,0,95
2926,3700,1562,2.42,380,0.098,15,1553,0.126,7.59,8385,0.324,0.224,2,0.073,0,0.4221621622,0.004054054054,0,94.52
2927,4702,543,2.9,1215,0.309,37,936,0.455,12.22,3618,0.2,-0.26,3,0.024,1,0.1154827733,0.007868991918,0,92.78
2928,1228,1228,2.84,2574,0.027,48,1676,0.24,58.72,3776,0.435,-0.838,3,0.154,1,1,0.03908794788,0,108.87
2929,4508,4002,3.81,666,0.075,60,1754,0.024,45.56,9821,0.428,0.895,1,0.052,1,0.887755102,0.01330967169,0,144.97
2930,1307,1307,4.45,3950,0.143,64,2060,0.014,36.98,4336,0.409,0.672,2,0.14,0,1,0.04896710023,0,140.78
2931,3684,1729,4.28,599,0.004,82,2184,0.243,52.99,7645,0.916,-0.376,4,0.183,0,0.4693268187,0.02225841477,0,112.51
2932,1891,1059,2.79,240,0.305,49,2170,0.273,69.25,2445,0.34,0.917,1,0.118,1,0.5600211528,0.02591221576,0,116.74
2933,2359,2359,2.74,818,0.224,16,1689,0.04,30.65,744,0.03,-0.399,3,0.172,1,1,0.006782534972,0,110.63
2934,960,746,4.9,1381,0.36,27,858,0.461,27.09,167,0.178,-0.114,0,0.045,1,0.7770833333,0.028125,0,142.44
2935,4390,4116,2.02,488,0.012,43,2217,0.359,70.42,9543,0.721,0.51,4,0.182,0,0.9375854214,0.00979498861,0,95.56
2936,4687,695,4.64,1242,0.109,11,1367,0.401,55.76,5314,0.591,-0.382,1,0.045,1,0.1482824835,0.002346917004,0,125.65
